post,tema,topic
macka polupripitomljena zivotinja veze genetskim kodom ranije skoro nemoguce promeniti pas dugo evoluirao covekom cak cistog karnivore postao svastojed,priroda,1
 kinolozi moji kruga dvojke nabavљaju fensi vrste kinoteci xd,priroda,2
 zabca videoklubu nemaju kerova heroina xd,priroda,1
karnivori deca igrali,priroda,2
lol sojo pas jede krompir hleb pecivo iskoristivost osim mesa uzasno mala pas svastojed iako jede ulici svakakvo smece,priroda,2
jeste svastojed velika mu iskoristivost pas problema ziveti namirnica animalnog porekla ti zvanicni stav veterine,priroda,2
ja juce pricah valjda predsednicom kinoloskog saveza srbije tome rekla pitao cime najbolje hranim psa kaze povrce jedu volumena vlakana ,priroda,2
 bolji glupa rasprava zavisi coveka mu odgovaraneko podnosi ni pse ni macke voli pticepas ti unisti pola stvari po kuci macka ti ortak fajtbodi gard macka ,priroda,2
 tome jeste tema labo,priroda,2
lupa gluposti po struci izjava kriminalna,priroda,1
 nekom odgovara drzi mackunekom psaja volim mackemanje kostaju nikakva obavezane prave buku itdtako psi dobre osobine,priroda,2
 macak bogami pravi buku ujutru uzme lovi papuce ves susaca npr rat poceo,priroda,2
e sojo veterinar slicno rekao pitao proverim debila prave vegetarijance pasa definitivno zdravo ,priroda,1
 prosto tacno stav nauke pas svastojed zivi ma biljnim hranivima kraju krajeva uci veterinarskom fakultetu ovom svetu svasta cinjenice cinjenice kraju krajeva radove sefera on najblizi strucnjak tog kalibra ishrane zivotinja tice kog imamo nazvati pitas vazna izbalansirana ishrana svastojeda pas odavno mesojed jeste grupi omnivora,priroda,2
macke uglavnom nemirne male odrastu slabo jurcaju po kucimoj legne stolicu dremaneverovatno gazdukad budan ja zovem on nece ni okrenebukvalno postojim,priroda,1
aj menjamo macke vristi skida jesam bolesno vezana nece jede posto hrane dajem izmislja toplu vodu lomi po kuci dosadno,priroda,2
e soja bukvalno poente ista raspravljati osobom startu misli pametnija svih drugih prihvati maloda znas nestoshvatamo jaka samostalna zena decaci moras upinjes objasnis lepo ti covek rekao precednica kinoloskog saveza veterinar kazu devojka procitala pasusa internetu,priroda,1
a pezose stvarno majmun ti rekla potresas teme p nazalost procitala dva pasusa odabrala pametujem po internetu veterinarski fakultet ovakvi ti znaju skacu po zivcima dan gledam greske ljudi godina fakulteta otvorili nijednu knjigu sposobni takvim frikovima razglabaju besomucnosti glade im ego im uzmu pare a ti moras cutis kanalis struku jebote l stvarno potreslo volim macke pasa xd,priroda,2
al poenta ti besmislena pas vegan al jebote peder stavi ribi vadžajnu al mu briše dnk grešku kojom postao pederčina ,priroda,1
 tilmo poenta pas svastojed a karnivor znaci spinuj izmisljaj probaj procitas po vuku napisano,priroda,2
lol moram ubaciti pse jesu zvanicno svadtojedi davati psu meso prakticno zlostavљaњe životiњe veganska dijeta izuzetno nezdrava љude a kamoli životiњu potice cistog mesoždera psu slobodan izbor dokazano њegove ishrane meso organi ostale materije životiњskog porekla a ostalo daљe psima potrebno proteina љudima masnih kiselina kožu krzno oci jod stvari želid pas ostane zdrav a jede meso morad mu kupovati razne suplemente nadoknade inace postaje slab letargican neretko gubi voљu hranom vodom uopdte bukvalno svetski veterinar nutricionista životiњe dobio posao stranke svetu slaže pse hraniti iskљucivo biљnom hranom najvide dozvolili jeste mu dajed ribu jaja povrh biљne hrane redovno nadgleda strucno lice važnije pitaњe zadto iko tolika debilcina psu ukloni životiњske namirnice ishrane postoji bukvalno dobar razlog takav postupak gomila razloga protiv,priroda,2
 klasika cim gubi raspravi dominantnijeg nemoci pocne vredjajesam ja govorio zrikava majmunka nisamtako pokusaj barem manirezamisljam cackas nos pises klasican student ja tostudiram ja samja pravu,priroda,1
psi jesu svastojedi tema tice zatvara znaci biljojed mesojed svastojed a eticki momenat prehrane psa mesom biljem druga tema,priroda,1
okej svari povrće al video mašu repom vuk genetski najsličniji psu ispravi grešim upadne selo krade zimnicu peglanom paprikom pojede sav kupus bašte prikolje ovcu,priroda,2
pezos presao ljuto trolovanje a obicno btw prvi poceo vredjanjem a majmun milja,priroda,2
 ja verujem postoji kerove hrani veganski kompletno,priroda,1
thilmo vuk genetski najsličniji psu ispravi grešim pobeda,priroda,2
postoje ljudi bombas cak srbiji ljude macke hrane veganski suplementiraju im aminokiselinu macka ljudi rade svasta jebu ovce cudno,priroda,1
 ja pridavao znacaju toj ubedljivoj manjini,priroda,2
zamišljam bohora zelenoj pijaci kratki šorc tankim nogicama gore majca bratele viri tetovaža staford kratkom povocu onako obmotanom ruke cima levo desno mu boh kupuje karfiol artičoku spremi borbu,priroda,2
httpsbpblogspotcomlcbvdhvtudgdwcxuiaaaaaaacpueigncwfcspng,priroda,2
 vratim temu volim kerove pričamo opštem slučaju a pojedinačno zavisi mačke mačke doduše pričamo psima pričamo onim većim kg džumare ovčari haskiji malamuti jaja bravo tilmić vuk pas rođaci,priroda,1
sojo kakvu ishranu ti preporucila najbolju psa pezos zanima misli tom pitanju hocu psa hranim najbolje pitam,priroda,2
 zitarica hrane vrhunske ces kupovno neces uzmi pola pirinac pola meso po obroku nd najbolji tom cenovnom rangu odnos cena kvalitet,priroda,2
prdi lose pirinca osim bolesno nemam problem meso dajem slicno takodje bitno kosta hrana,priroda,1
 probaj nd vidi ce ici hrana jako dobra ce odraditi super posao osetljiva zitarice,priroda,1
 e a macka budi nocu ovom mom objasnim lovi papuce noge ispod pokrivaca slicno osim izbacim sobe radi ,priroda,2
 budi ni top probudi leka carape prekrij noge mrdaj ti ja najbolja pitas odgoj macke ekstremno neodgojena star inace rade nauce mali ruku nogu igranje jako tesko kasnije ispravlja navika,priroda,1
 jedna savetovala macke hranim granulamaimaju kvalitetne granule sadrze macki totako rekao veterinarok macka hrani tim granulama cim hoce jede davati macki ceo zivot granule radi ubitne davao psima mackama meso jedu ocigledno volea rekla jebenih kg prica ishranine nikakav strucnjak nahranio psa mackusamo kuvano meso neslano tomoze granulesalama,priroda,2
 stan boљe macke pekinezeri ti maњi psi držati npr haskija genetski predodređen dnevno prelazi po kilometara po snežurini zatvorenom stanu detati dva puta fazon po pola sata komdiluku besmisleno a licno boљi psi macke ok vikendici imamo nekoliko zajedno komdilukom kul al generalno gledano osim lovљeњe mideva prakticno beskorisne psi inteligentniji lakde istrenira daleko korisniji diroj upotrebi policije vojske lova stocarstva slepih ,priroda,2
 jedno drugo gowno držao stanukući gori čovek kažem ovih po ceo dan kucomaco mojpas znaškakavje pse mačke klinac istina čovek veže jebiga nekog vremena al počne ti utiče život previše ćeš ideš odmor hrana ti uništi po kući šetnju veterinara zajebi oduzme ti previše vremena konstantnu brigu a mu vezao jednom shvatio nemati uopšte opuštenije živi pustim film čitam neću mačka penje glavu ker skače po nogama sere stigne hoću mir svoj al npr fazon ker kućici velikom dvorištu skroz ok priča razumemo mačke ti bleje po bašti a ni nahraniš ok ,priroda,2
kome iznesem stav ril lajfu budem napljuvan obično nemaju argumenata kontriraju osim onih patetičnih stekneš prijatelja ceo život tačnije negde max al ajde dočekuje veselo dođeš posla sl ma daj zajebi tim,priroda,2
sojo videh editovala post meseci macak nadam ce oduciti ce spavati nekoj drugoj sobi zauvek xd,priroda,2
 mlad smirice vremenominace ni psi ni macke stannijedna zivotinja stan,priroda,2
 rece labokv on pubertetu bice mirniji napuni godinu dana druge trebalo postane macka mrzi ceo svet naravno individualno on mlad jako miran,priroda,2
kakav pas stanu smrdi deponija krenem posao ujutru a napolju kijamet nevreme užas a vlasnici pasa podočnjacina šetaju po kaljugama beži štrokav pas udje stan kupaju često pomazio pse komšija ruka smrdela leš išao appteku kupujem asepsol inače ljudi drže pse po stanu dnu higijenske lestvice linja smrdi ceo stan jebenom kurcu pas dvorište,priroda,1
ja pasa veci manji a jednosoban stan dve porodice uopste ni smrada ni odrzava cisti,priroda,1
 bombas laže garsonjeru broj ukućana znao ,priroda,2
ja pasa veci manji a jednosoban stan dve porodice uopste ni smrada ni odrzava cisti znaci pseća porodica љudska cini pezos ti druže kuckar,priroda,2
 pasa stanu au,priroda,2
 hordasenje,priroda,2
karnivorsix,priroda,2
xexe,priroda,2
hahahah l jebete pezosov post odgovarate ozbiljno auu matori kerova kvadrata svaka ćast jebote,priroda,2
 bitkoina ocu kockam ,priroda,1
vlasnici pasa podočnjacina šetaju po kaljugama vlasnici ćuke podočnjacima skeč,priroda,1
pas zatvori ti mačku kuče gepek ostavi vreme otvoriš gepek ti iskreno obradovati pas,priroda,2
zasto radio lol,priroda,1
 drugačije videti ti odaniji volim ja mačke pas pas postoji priča dvoje imali mačku dobili dete zaboravili mačku svu pažnju naravno posvetili detetu mačka valjda osetila zaboravljenom iskoristila priliku izgrebala toj bebi lice pakosti davno beše čuo verujem istinito inače ja beba jahao pit bulla vukao rep čik probajte mačkom,priroda,1
 utisak manje grade igralista decu kereci parkovi roditelji placali igraonice kojih svakih metarana jednomgotovo siguran jedinom igralistu decu bulevaru evrope deca maltene jedna drugima glavi stoje igraju sepored kerecem parku maksimalno kerova kojih malapa moglo reci pas parku puta veci igralista sklopu teretane otvorenom penzosi vezbaju,priroda,1
lol skodilak proveris voli maltretiras subjekte logika nivou xd,priroda,2
a jebajga najlakši način proveriš nakon testa daš subjektima omaste brke zaborave pri prvom zalogaju a godinu mačora spava mačak napolju ja pustim psa dođe ker mačora maše repom njuši a mačak nakostrešio sikće grebe psa po njušci osnovati međunarodni sud izmeđuljubimačke odnose izmeđuljubimačko nasilje a mačke kale bes radoznalim razigranim veselim prijateljski nastrojenim psima dole tiranija mačakasprdam ,priroda,1
zatvori ti mačku kuče gepek ostavi vreme otvoriš gepek ti iskreno obradovati pas lol stari vic ženu psa veze mackama,priroda,2
macke zene slican lazemo lako dure hoce dosta paznje dune ocekuju im placas hranu macka mjauce pola sata kuci ceo dan dodjem gajbi bukvalno smara nisi dosao ranije radio njuska ti zivot ista bivsa riba,priroda,1
 macka mjauce pola sata kuci ceo dan dodjem gajbi bukvalno smara nisi dosao ranije radio njuska ti zivot ista bivsa riba dobila teranje xd,priroda,2
ok usvojio stene meseca staro jazavicar zenka zenski pas pokusava nekoliko puta sati zajase onako musko stisne sapama radi kukovima lize picku stalno napadno inace sterilisana jebeno ajde razume kaze skk desava jezivo ,priroda,2
ker ti transgender,priroda,1
nabavi mudkog kera srediće situacija,priroda,1
bosanci odjebite pokusajima humora pls ozbiljno pitanje,priroda,2
sorry,priroda,1
ja bosanac taman ti,priroda,2
 sterilisao msm ti vet rekao vadio,priroda,1
petar pan pezo a bitno vi mackoljubci imate znanje psima vam uvazava pricate hahah pasa ujelo ajde reci bombasu pomeri trosed pokupi tanka smrdljiva macija mu macka skriva hahahah bombas macka nauci realno govora keruzanju dresirati tacno npr zivotinje glasale velika vecina kerova sns ahahahaha,priroda,1
uzeo sterilisanu ,priroda,2
a brate druzi sterilisanim muzjacima stalno nikada otislo dalje njuskanja dupeta,priroda,1
 kuce gej pedofil,priroda,1
 psihicki poremecaj usled neadekvatnih uslova drzanja ostalo ponasanje ranije imala leglo prilike sansa milion veterinar napravio pametan podvezao jajnike znaci ti pas povecanom riziku svih mogucih tumora sekundarnih primarnih polnih organa ostavio deo jajnika hormonsku stimulaciju kraju krajeva kuja normalne lazne trudnoce samim tim lazna teranja trebalo uradis ultrazvuk l prvi put desava,priroda,2
 dva meseca tri inace okotila sterilizacije rekli l leglo pitas savete inace,priroda,2
hm vidi ti najgori scenariji ja odvela uz cisto proverim podvezao jajovode jeste a napustili praksu opsta katastrofa ostavio deo jajnika uradi msm teranje ispoljava psi pokazuju dominaciju moguce oseca ugrozeno drugog psa kuci hoce izdominira naskakivanjem tome skloniji muzjaci iskljuceno msm svakom slucaju ce jako tesko videti uradjeno zapravo,priroda,1
ker naskace nogu odesecm nogu keru glavu,priroda,2
 sojo,priroda,2
ok usvojio stene meseca staro jazavicar zenka zenski pas pokusava nekoliko puta sati zajase onako musko stisne sapama radi kukovima lize picku stalno napadno inace sterilisana jebeno ajde razume kaze skk desava jezivo veze najcesce seksualnim apetitima pas pokazuje dominaciju uvati ker onako nogu coveka principu odma znas mu covek autoritet mala zenka glavna odnosu muzijaka redovno mu porciju iskara cisto mu jasno gazda,priroda,2
koga briga tvoju dzukelu,priroda,2
nadam pez videcemo,priroda,1
pez raљama surove ženske dominacije,priroda,1
hahahahahhaha xd,priroda,2
mačke nikada neću voleti pse način volim mačke domaće mačke lava najbednijeg uličnog mačeta,priroda,2
mačka stanu stambena zgrada izlazi napolje protiv čuvaju mačke stanu probali odustali iskustvo zanima,priroda,1
ja degua skočio dole terase,priroda,2
viđao im turaju povodac kerovima vode vani hodaju sedeo parku video devojku radi jednom crnom mačku reži sikće nju dođe sasvim pitom kulturan,priroda,1
 zelis nemoj drzati prozor otvoren kip imali iskustva im udave il polome kicmu debili podju nekim pticuhom drzi beskonacne zalihe hrane kraca creva macaka petuj previse preziru ljoobav maksimalno ispostovao jednu macku,priroda,1
kuckari mackari veca ,priroda,1
pas prijatelj mačka parazit prove wrong,priroda,2
brate macka postojace smrdece ostavljace dlake po kuci vremenom ce nauciti sere pesak dremace po ceo dan po foteljama uglovima ljudima disklejmer macke kucama uglavnom bile po dvoristu al ovako izgledalo dvoristu cca ,priroda,1
pas prijatelj mačka parazit ,priroda,1
galantni kosovac kuckari mackari veca kučkari ni blizu,priroda,2
uglavnom im seku kandze stanu postanu previse feral e smeta macki samoj,priroda,1
glavni hobi ljudima ce kulira jednoj osobi krilo mazi prede al jednoj odabranoj ferma ti grebe decu random intervalima,priroda,1
mackari simpovi simpuju mackama macke gledaju robovea psi bratine,priroda,2
kerovi kučkari poganiji,priroda,1
 macke daju mrvice ljubava namestaju glave ceskam dosta spinster cat ladymalene ,priroda,1
macke usamljene babe,priroda,1
selim mackama gerijatriju,priroda,1
 degenerik ćaleta ispred valjda muzičke škole nekog razloga nedavno ker zvani dino dođe mu ker noge polako počeo grize tek probio hlače potuko dinom rekao mislio on šali igra ujeo mu pasti napamet zaradio svoju školu pred školom,priroda,2
kuckari mackari veca kuckari ulici npr krenu doge kila ti mirisu muda ti razmisljas oce ti odgrizu kuckar prica sram nebojsa brini on opasan macka uglavnom boli prolaznike upadljiviji mackari tek im udjes kucu postaju nepodnosljivi,priroda,2
 kom segmentu ti mackari nepodnosljivi trigeruje,priroda,2
kuckari gori neuporedivo,priroda,2
uglavnom trigeruje cca macaka sede po stolu kaucu televizoru wc solji sanku slicno pogled mackara sklonim takodje izadjem izgledam vuki star warsa,priroda,2
pricam ekstremima normalni kuckari obzira kuce ostale ljude normalni mackari jednu macku negde ,priroda,2
kuckari napadaju zubima svojih najdrazih ljubimaca mackari tiho pasivnom agresijom ciljaju nerve,priroda,2
idem ja kroz selo vreme živeo prepun mačaka kerova vladala tišina majmuni glupi mongoloidni nabavili kera opstat zvuka krene laje pridruže majmun stavio kavez odmah pored puta zaobić jebenog kera reksa laje prolazi skače strane stranu kavezu pustili bogzna avetinja uradila nervira neopisivo,priroda,2
gekoni mesta prazno,priroda,2
drugar žena otišli more ostavili mačka zeleni seljački mačak kastriran dosta krupniji mačke obično obilazim hranim dete sela hranio mačke granulama mu sipao gomilu hrane kontam inteligentna životinja znaće mu dosta gladujekakvu slotinu napravio dana ovi prenerazili stigli kući mačak hejter kompleksaš btw mrzi ceo svet al zavoleo banem skoči trlja noge naročito stavili dijetu mu teško palo,priroda,1
kakav konj mačka xd preogroman uzeli francuskog buldoga leši šale httpsscontentfbegfnafbcdnnetvtnjpgstpdstjpgsxnccatccbncsidaencohcfgyohpzlcaxgmhdnchtscontentfbegfnaohadrlymucoortkjmbnwrlkwvekkpljukacbywoee,priroda,2
prelep ,priroda,1
e a znas najgore ar bitno sorte utripuje mu zivotinja dete melkor ekstremno zlonamerno al nekog vremena pricam ja jbt niko spava deteta duze vreme nikako sredi kmeci nocu osoba ar jedno drugo valjda pokaze razume stavec krene pricu spava macka kucka cvili nocu poce jadikuje nauci itditd kulturna osoba rekoh jeste nezgodni a jbt a zatvoris sobu boli b izbacis napolje boli c ubacis auto odvezes negde izbacis napolje produzis ceo svet zajedno tobom boli d eutanazujes ti ide takodje niko ziv trepne opcija ja nemam jbt ok kapiram rokmel,priroda,1
dogs foreve poy mwa httpsscontentfbegfnafbcdnnetvtnjpgnccatccbncsidencohckysmlybbeaxdllbnchtscontentfbegfnaohafclunvrojefkmsqdwnveijvrkgphvgajphggoebef,priroda,2
prelep stalno govore im pokažem mačora,priroda,2
 ekstremno slika tipa trećeg dana poslao im fore radi šatro ok mačak uživa zezamo tek natovio slike nemam nažalost celt ljubimcima ume kockom kafanom krekomnavuku ljudi kompenzuju tim jadnim životinjama nadomešćuju kojekakve nedostatke ljudi takvoj tolikoj depri tih životinja roknuli,priroda,1
btw najdirljivijih generalno najboljih videa postoje y httpswwwyoutubecomwatchvruaeduxavhyabchannelchannelnews,priroda,1
ma kapiram melkor kazes dirao niti jesam jedem unutrasnjem monologu mackare kuckare cisto ilustracija vidis melkorovao,priroda,1
umeju vlasnici pasa mačaka budu pretoksični osporavam,priroda,2
mačke gore kučkari gori ker stanu bolest kutrak dvoriste laje dolazi lov mačka dvorištu lovi miševe pacove životinja daju meso mleko jaja krzno poseduješ životu stan eventuaaaaalno afrički jež preslatki,priroda,2
 dete sig imati fazu želi ljubimca upisaću časove jahanja blizu niša strelište pucamo glinene golubove,priroda,1
afrički jež izguglah crni kul albino kucu,priroda,1
httpsscontentzrhxxfbcdnnetvtnjpgnccatccbncsidefncohcgzedyvtihwaxwyonchtscontentzrhxxohafbxwfstptruhksjbwoipoeffsxomjajzgoemqoeebc crni slatko milo stvorenje dodji cucucucu beli demon,priroda,1
imali drugari ježeve žalili mirišu najlepše imali kućnog psa godina banja njom pošto preinteligentna prevaspitana,priroda,2
dobila mačku čuvanje meseci nazad skockalo prethodnim vlasnikom vlasnicima kućnih ljubimaca definicije užasno nervirali posebno tipovi imali nijednu temu razgovor osim dogodovština svog ljubimčeta uzgred nii mačka ni glupa ni ružna koga briga dalje daveži nerviraju svakome mezimče najpametnije najlepše vreme pretili raznim poklonima rođendan maca kuca lepo im rekla volej ćao,priroda,2
 rasprava,priroda,2
alo beograđani detate macke povocu daљe haahhaha bednici,priroda,2
 zgradi imamo dva mala crna pantera httpsibbcovhxpnn jednim sprijateljio httpsibbcopdcmdr,priroda,2
daj tog ti visak,priroda,1
ma višak mace uživaju zatvoreno dvorište uđe napada a tri ulaza hrane druga mačka nepoverljivica dođe praga prede umiljava uđe zatvorim ostavim hranu hodnik zgrabi beži napolje d dve velike ukupno četri imamo,priroda,1
kakva maca toma xd,priroda,1
